id	code	name	download_link	notes	filename	platform	n_details	ancestry_details	consortium	permissions	assembly	uk_biobank	ancestry	dependent_variable	sex	n_cases	n_controls	n_total	time_created	time_updated	reference_id	phenotype_id	category_id	category_name	phenotype	phenotype_type	pmid	year
501	PHLI10	Phospholipids in medium VLDL	http://www.computationalmedicine.fi/data#NMR_GWAS	NA	Summary_statistics_MAGNETIC_M.VLDL.PL.txt.gz	NA	NA	European (+ Finnish)	MAGNETIC	FREE	NA	no	EUR	continuous	both	NA	NA	21240	2019-02-05 16:38:01	2019-02-05 16:38:01	77	305	10	metabolism: lipids	phospholipids in medium VLDL	biomarker	27005778	2016
502	PHLI11	Phospholipids in small VLDL	http://www.computationalmedicine.fi/data#NMR_GWAS	NA	Summary_statistics_MAGNETIC_S.VLDL.PL.txt.gz	NA	NA	European (+ Finnish)	MAGNETIC	FREE	NA	no	EUR	continuous	both	NA	NA	21551	2019-02-05 16:38:01	2019-02-05 16:38:01	77	306	10	metabolism: lipids	phospholipids in small VLDL	biomarker	27005778	2016
503	PHLI12	Phospholipids in very small VLDL	http://www.computationalmedicine.fi/data#NMR_GWAS	NA	Summary_statistics_MAGNETIC_XS.VLDL.PL.txt.gz	NA	NA	European (+ Finnish)	MAGNETIC	FREE	NA	no	EUR	continuous	both	NA	NA	19273	2019-02-05 16:38:01	2019-02-05 16:38:01	77	308	10	metabolism: lipids	phospholipids in very small VLDL	biomarker	27005778	2016
504	PHLI13	Phospholipids in very large VLDL	http://www.computationalmedicine.fi/data#NMR_GWAS	NA	Summary_statistics_MAGNETIC_XL.VLDL.PL.txt.gz	NA	NA	European (+ Finnish)	MAGNETIC	FREE	NA	no	EUR	continuous	both	NA	NA	21237	2019-02-05 16:38:01	2019-02-05 16:38:01	77	307	10	metabolism: lipids	phospholipids in very large VLDL	biomarker	27005778	2016
505	PHLI14	Sphingomyelins	http://www.computationalmedicine.fi/data#NMR_GWAS	NA	Summary_statistics_MAGNETIC_SM.txt.gz	NA	NA	European (+ Finnish)	MAGNETIC	FREE	NA	no	EUR	continuous	both	NA	NA	13476	2019-02-05 16:38:01	2019-02-05 16:38:01	77	312	10	metabolism: lipids	sphingomyelins	biomarker	27005778	2016
506	PHLI15	Total phosphoglycerides	http://www.computationalmedicine.fi/data#NMR_GWAS	NA	Summary_statistics_MAGNETIC_TotPG.txt.gz	NA	NA	European (+ Finnish)	MAGNETIC	FREE	NA	no	EUR	continuous	both	NA	NA	13519	2019-02-05 16:38:01	2019-02-05 16:38:01	77	340	10	metabolism: lipids	total phosphoglycerides	biomarker	27005778	2016
507	PHYS01	Physical activity (objectively-measured)	NA	Internal datasets, K. Hanscombe, KCL, 2018.	physical_activity_ukb_2018_all_sumstats.txt.gz	UK Biobank Array	NA	European	UK BIOBANK	ON DEMAND	NA	yes	EUR	continuous	both	NA	NA	66224	2019-02-05 16:38:01	2019-02-05 16:38:01	1	182	7	mental and behavioural	physical activtiy	trait	NA	NA
508	PHYS01F	Physical activity (objectively-measured) female	NA	Internal datasets, K. Hanscombe, KCL, 2018.	pa_ukb_female_ldsc_input_with_freq.txt.gz	UK Biobank Array	NA	European	UK BIOBANK	ON DEMAND	NA	yes	EUR	continuous	female	NA	NA	36758	2019-02-05 16:38:01	2019-02-05 16:38:01	1	182	7	mental and behavioural	physical activtiy	trait	NA	NA
509	PHYS01M	Physical activity (objectively-measured) male	NA	Internal datasets, K. Hanscombe, KCL, 2018.	pa_ukb_male_ldsc_input_with_freq.txt.gz	UK Biobank Array	NA	European	UK BIOBANK	ON DEMAND	NA	yes	EUR	continuous	male	NA	NA	29496	2019-02-05 16:38:01	2019-02-05 16:38:01	1	182	7	mental and behavioural	physical activtiy	trait	NA	NA
749	PRCA01	Prostate Cancer	http://practical.icr.ac.uk/blog/wp-content/uploads/uploadedfiles/oncoarray/MetaSummaryData/meta_v3_onco_euro_overall_ChrAll_1_release.zip	http://practical.icr.ac.uk/blog/wp-content/uploads/docs/OncoArray/GWAS_MetaAnalysis_results_summary_public.docx

Oliver Pain (oliver.pain@kcl.ac.uk) performed additional formatting before submission.	meta_v3_onco_euro_overall_ChrAll_1_release.txt.gz					FREE	GRCh37/hg19	no	EUR	binary	both	79148	61106	140254	2021-01-11 11:44:56	2021-01-11 13:30:10	152	451	6	genitourinary	prostate cancer	disorder	29892016	2017
510	PRSC01	Primary sclerosing cholangitis	https://www.ous-research.no/home/ipscsg/GWAS/16667	NA	ipscsg2016.result.combined.full.with_header.txt	NA	NA	European	NA	FREE	GRCh37/hg19	no	EUR	binary	both	4796	19955	24751	2019-02-05 16:38:01	2019-02-05 16:38:01	100	108	2	autoimmune	primary sclerosing cholangitis	trait	27992413	2016
649	PSOR01	Psoriasis			psoriasis_metaanalysis.tbl.gz					EATING DISORDERS AND DRUG TARGETOR	NA	no	EUR	binary	both	13229	21543	34772	2019-04-09 10:18:49	2019-04-09 10:18:49	138	385	2	autoimmune	Psoriasis	trait	28537254	2017
511	PTSD01	PTSD Mixed Ancestry	https://www.med.unc.edu/pgc/results-and-downloads/data-use-agreement-forms/PTSDAll_data_download_agreement	NA	SORTED_PTSD_EA9_AA7_LA1_SA2_ALL_study_specific_PCs1.txt.gz	NA	NA	Mixed	PGC	FREE	NA	no	MIX	binary	both	5131	15092	19884	2019-02-05 16:38:01	2019-02-05 16:38:01	107	140	7	mental and behavioural	PTSD	disorder	28439101	2017
512	PTSD01F	PTSD Mixed Ancestry	https://www.med.unc.edu/pgc/results-and-downloads/data-use-agreement-forms/female_trans_ethnic_data_download_agreement	NA	Female_Trans_ethnic.gz	NA	NA	Mixed	PGC	FREE	NA	no	MIX	binary	female	NA	NA	8495	2019-02-05 16:38:01	2019-02-05 16:38:01	107	140	7	mental and behavioural	PTSD	disorder	28439101	2017
513	PTSD01M	PTSD Mixed Ancestry	https://www.med.unc.edu/pgc/results-and-downloads/data-use-agreement-forms/male_trans_ethnic_data_download_agreement	NA	Male_Trans_ethnic.gz	NA	NA	Mixed	PGC	FREE	NA	no	MIX	binary	male	NA	NA	8715	2019-02-05 16:38:01	2019-02-05 16:38:01	107	140	7	mental and behavioural	PTSD	disorder	28439101	2017
514	PTSD02	PTSD African American	https://www.med.unc.edu/pgc/results-and-downloads/data-use-agreement-forms/PTSDAA_data_download_agreement	NA	SORTED_PTSD_AA7_ALL_study_specific_PCs1.txt.gz	NA	NA	African American	PGC	FREE	NA	no	AFR	binary	both	2479	6744	9223	2019-02-05 16:38:01	2019-02-05 16:38:01	107	140	7	mental and behavioural	PTSD	disorder	28439101	2017
515	PTSD02F	PTSD African American female	https://www.med.unc.edu/pgc/results-and-downloads/data-use-agreement-forms/ptsd_female_african_american_data_download_agreement	NA	Female_African_american.gz	NA	NA	African American	PGC	FREE	NA	no	AFR	binary	female	NA	NA	4695	2019-02-05 16:38:01	2019-02-05 16:38:01	107	140	7	mental and behavioural	PTSD	disorder	28439101	2017
516	PTSD02M	PTSD African American male	https://www.med.unc.edu/pgc/results-and-downloads/data-use-agreement-forms/ptsd_male_african_american_data_download_agreement	NA	Male_African_american.gz	NA	NA	African American	PGC	FREE	NA	no	AFR	binary	male	NA	NA	3409	2019-02-05 16:38:01	2019-02-05 16:38:01	107	140	7	mental and behavioural	PTSD	disorder	28439101	2017
517	PTSD03	PTSD European	https://www.med.unc.edu/pgc/results-and-downloads/data-use-agreement-forms/PTSD%20EA_data_download_agreement	NA	SORTED_PTSD_EA9_ALL_study_specific_PCs1.txt.gz	NA	NA	European	PGC	FREE	NA	no	EUR	binary	both	2424	7113	9537	2019-02-05 16:38:01	2019-02-05 16:38:01	107	140	7	mental and behavioural	PTSD	disorder	28439101	2017
518	PTSD03F	PTSD European female	https://www.med.unc.edu/pgc/results-and-downloads/data-use-agreement-forms/female_european_ancestry_data_download_agreement	NA	Female_European_ancestry.gz	NA	NA	European	PGC	FREE	NA	no	EUR	binary	female	NA	NA	3425	2019-02-05 16:38:01	2019-02-05 16:38:01	107	140	7	mental and behavioural	PTSD	disorder	28439101	2017
519	PTSD03M	PTSD European male	https://www.med.unc.edu/pgc/results-and-downloads/data-use-agreement-forms/male_european_ancestry_data_download_agreement	NA	Male_European_ancestry.gz	NA	NA	European	PGC	FREE	NA	no	EUR	binary	male	NA	NA	4610	2019-02-05 16:38:01	2019-02-05 16:38:01	107	140	7	mental and behavioural	PTSD	disorder	28439101	2017
759	PTSD04	Post-traumatic stress disorder	https://www.med.unc.edu/pgc/download-results/?wpv-category=post-traumatic-stress-disorder		pts_eur_freeze2_overall.results.gz				PGC	FREE	NA	yes	EUR	binary	both	23212	151447	174659	2021-06-11 09:38:03	2021-06-11 09:38:03	160	140	7	mental and behavioural	PTSD	disorder	31594949	2019
520	PUTA01	Subcortical brain regions: Putamen	http://enigma.ini.usc.edu/publications/enigma-2/data-agreement-for-enigma2-download/	NA	ENIGMA2_MeanPutamen_Combined_GenomeControlled_Jan23.tbl.gz	NA	NA	European	ENIGMA 	ON DEMAND	GRCh37/hg19	no	EUR	continuous	both	NA	NA	13171	2019-02-05 16:38:01	2019-02-05 16:38:01	52	374	13	nervous system	brain vol. putamen	trait	25607358	2015
521	REAC01	Reaction time	http://www.psy.ed.ac.uk/ccace/downloads/Davies_MP_2016.zip	NA	Davies2016_UKB_Reaction_time_summary_results_22072016.txt.gz	NA	NA	European	UK BIOBANK	FREE	NA	yes	EUR	continuous	both	NA	NA	111483	2019-02-05 16:38:01	2019-02-05 16:38:01	80	183	7	mental and behavioural	reaction time	trait	27046643	2016
522	REAS01	Verbal-numerical reasoning	http://www.psy.ed.ac.uk/ccace/downloads/Davies_MP_2016.zip	NA	Davies2016_UKB_VNR_summary_results_22072016.txt.gz	NA	NA	European	UK BIOBANK	FREE	NA	yes	EUR	continuous	both	NA	NA	36035	2019-02-05 16:38:01	2019-02-05 16:38:01	80	196	7	mental and behavioural	verbal-numerical reasoning	trait	27046643	2016
523	REPR01	Reproductive behavior: Age First Birth	http://sociogenome.com/material/GWASresults/AgeFirstBirth_Pooled.txt.gz	NA	AgeFirstBirth_Pooled.txt.gz	NA	NA	European	SOCIOGENOME	FREE	GRCh37/hg19	yes	EUR	continuous	both	NA	NA	251151	2019-02-05 16:38:01	2019-02-05 16:38:01	94	155	7	mental and behavioural	age first birth	trait	27798627	2016
524	REPR01F	Reproductive behavior: Age First Birth Female	http://sociogenome.com/material/GWASresults/AgeFirstBirth_Female.txt.gz	NA	AgeFirstBirth_Female.txt.gz	NA	NA	European	SOCIOGENOME	FREE	GRCh37/hg19	yes	EUR	continuous	female	NA	NA	189656	2019-02-05 16:38:01	2019-02-05 16:38:01	94	155	7	mental and behavioural	age first birth	trait	27798627	2016
525	REPR01M	Reproductive behavior: Age First Birth Male	http://sociogenome.com/material/GWASresults/AgeFirstBirth_Male.txt.gz	NA	AgeFirstBirth_Male.txt.gz	NA	NA	European	SOCIOGENOME	FREE	GRCh37/hg19	yes	EUR	continuous	male	NA	NA	48408	2019-02-05 16:38:01	2019-02-05 16:38:01	94	155	7	mental and behavioural	age first birth	trait	27798627	2016
526	REPR02	Reproductive behavior: Number of Children Ever Born	http://sociogenome.com/material/GWASresults/NumberChildrenEverBorn_Pooled.txt.gz	NA	NumberChildrenEverBorn_Pooled.txt.gz	NA	NA	European	SOCIOGENOME	FREE	GRCh37/hg19	yes	EUR	continuous	both	NA	NA	343072	2019-02-05 16:38:01	2019-02-05 16:38:01	94	178	7	mental and behavioural	number of children	trait	27798627	2016
527	REPR02F	Reproductive behavior: Number of Children Ever Born Female	http://sociogenome.com/material/GWASresults/NumberChildrenEverBorn_Female.txt.gz	NA	NumberChildrenEverBorn_Female.txt.gz	NA	NA	European	SOCIOGENOME	FREE	GRCh37/hg19	yes	EUR	continuous	female	NA	NA	225230	2019-02-05 16:38:01	2019-02-05 16:38:01	94	178	7	mental and behavioural	number of children	trait	27798627	2016
528	REPR02M	Reproductive behavior: Number of Children Ever Born Male	http://sociogenome.com/material/GWASresults/NumberChildrenEverBorn_Male.txt.gz	NA	NumberChildrenEverBorn_Male.txt.gz	NA	NA	European	SOCIOGENOME	FREE	GRCh37/hg19	yes	EUR	continuous	male	NA	NA	103909	2019-02-05 16:38:01	2019-02-05 16:38:01	94	178	7	mental and behavioural	number of children	trait	27798627	2016
529	RHEU01	Rheumatoid Arthritis 2014	https://www.immunobase.org/downloads/protected_data/GWAS_Data/hg19_gwas_ra_okada_4_19_1.tab	NA	hg19_gwas_ra_okada_4_19_1.tab.gz	NA	NA	European and East Asian	NA	FREE	GRCh37/hg19	no	EUR	binary	both	19234	60565	79799	2019-02-05 16:38:01	2019-02-05 16:38:01	38	73	2	autoimmune	rheumatoid arthritis	disorder	24390342	2014
530	RHEU02	Rheumatoid Arthritis 2014 European	http://plaza.umin.ac.jp/~yokada/datasource/files/GWASMetaResults/RA_GWASmeta_European_v2.txt.gz	NA	RA_GWASmeta_European_v2.txt.gz	NA	NA	European	NA	FREE	NA	no	EUR	binary	both	14361	43923	58284	2019-02-05 16:38:01	2019-02-05 16:38:01	38	73	2	autoimmune	rheumatoid arthritis	disorder	24390342	2014
531	RHEU03	Rheumatoid Arthritis 2014 East Asian	http://plaza.umin.ac.jp/~yokada/datasource/files/GWASMetaResults/RA_GWASmeta_Asian_v2.txt.gz	NA	RA_GWASmeta_Asian_v2.txt.gz	NA	NA	Asian	NA	FREE	NA	no	EAS	binary	both	4873	17642	22515	2019-02-05 16:38:01	2019-02-05 16:38:01	38	73	2	autoimmune	rheumatoid arthritis	disorder	24390342	2014
686	RISK01	General risk tolerance (UKB + 10 replication cohorts)	https://www.dropbox.com/s/il1d7vabk5283dm/RISK_GWAS_MA_UKB%2Breplication.txt?dl=0		RISK_GWAS_MA_UKB+replication.txt.gz					FREE	GRCh37/hg19	yes	EUR	continuous	both	NA	NA	466571	2019-10-10 15:38:12	2019-11-18 15:44:02	147	408	7	mental and behavioural	General risk tolerance	trait	30643258	2019
742	RISK02	Automobile speeding propensity (risky behaviour)	https://www.dropbox.com/s/dxfr1uq20wbdj1d/AUTOMOBILE_SPEEDING_PROPENSITY_GWAS.txt?dl=0		AUTOMOBILE_SPEEDING_PROPENSITY_GWAS.txt.gz					FREE	GRCh37/hg19	yes	EUR	continuous	both	NA	NA	404291	2019-11-18 15:21:20	2019-11-18 15:27:06	147	409	7	mental and behavioural	Automobile speeding propensity (risky behaviour)	trait	30643258	2019
745	RISK03	number of sexual partners (risky behaviour)	https://www.dropbox.com/s/erl8tn4sy81kseu/NUMBER_SEXUAL_PARTNERS_GWAS.txt?dl=0		NUMBER_SEXUAL_PARTNERS_GWAS.txt.gz				UKB	FREE	GRCh37/hg19	yes	EUR	continuous	both	NA	NA	370711	2019-11-19 12:17:59	2019-11-19 12:17:59	147	457	7	mental and behavioural	number of sexual partners (risky behaviour)	trait	30643258	2019
532	SCBP01	Schizophrenia+bipolar	http://www.med.unc.edu/pgc/files/resultfiles/bip1.scz1.ruderfer2014.zip	NA	BPSCZ.results.txt.gz	NA	NA	European	PGC	FREE	NCBI36/hg18	no	EUR	binary	both	19779	19423	39202	2019-02-05 16:38:01	2019-02-05 16:38:01	37	152	7	mental and behavioural	schizophrenia + bipolar	disorder	24280982	2014
533	SCBP02	Schizophrenia-vs-bipolar	http://www.med.unc.edu/pgc/files/resultfiles/bip1.scz1.ruderfer2014.zip	NA	BPSCZ.bp_v_scz.results.txt.gz	NA	NA	European	PGC	FREE	NCBI36/hg18	no	EUR	binary	both	7129	9252	16381	2019-02-05 16:38:01	2019-02-05 16:38:01	37	153	7	mental and behavioural	schizophrenia vs bipolar	disorder	24280982	2014
534	SCHI01	Schizophrenia PGC 2014	http://www.med.unc.edu/pgc/files/resultfiles/scz2.snp.results.txt.gz	NA	scz2.snp.results.txt.gz	NA	NA	European and East Asian	PGC	FREE	GRCh37/hg19	no	MIX	binary	both	35476	46839	82315	2019-02-05 16:38:01	2019-02-05 16:38:01	44	151	7	mental and behavioural	schizophrenia	disorder	25056061	2014
535	SCHI02	Schizophrenia PGC 2014 European	https://www.med.unc.edu/pgc/results-and-downloads/data-use-agreement-forms/SCZ49EUR_data_download_agreement	NA	daner_PGC_SCZ49.sh2_mds10_1000G-frq_2.gz	NA	NA	European	PGC	FREE	NA	no	EUR	binary	both	33640	43456	77096	2019-02-05 16:38:01	2019-02-05 16:38:01	44	151	7	mental and behavioural	schizophrenia	disorder	25056061	2014
536	SCHI02F	Schizophrenia PGC 2014 European female	NA	NA	daner_PGC_SCZ52_0513a.fem.gz	NA	NA	European	PGC	EATING DISORDERS AND DRUG TARGETOR	NA	no	EUR	binary	female	12640	22945	35585	2019-02-05 16:38:01	2019-02-05 16:38:01	44	151	7	mental and behavioural	schizophrenia	disorder	25056061	2014
537	SCHI02M	Schizophrenia PGC 2014 European male	NA	NA	daner_PGC_SCZ52_0513a.mal.gz	NA	NA	European	PGC	EATING DISORDERS AND DRUG TARGETOR	NA	no	EUR	binary	male	22778	22921	45699	2019-02-05 16:38:01	2019-02-05 16:38:01	44	151	7	mental and behavioural	schizophrenia	disorder	25056061	2014
538	SCHI03	Schizophrenia PGC 2018 Mixed ancestry	NA	PGC personal communication, 2018.	NA	NA	NA	Mixed	PGC	PRIVATE	NA	no	MIX	binary	both	NA	NA	161621	2019-02-05 16:38:01	2019-02-05 16:38:01	1	151	7	mental and behavioural	schizophrenia	disorder	NA	NA
747	SCHI04	Schizophrenia PGC2 European + CLOZUK	https://walters.psycm.cf.ac.uk/clozuk_pgc2.meta.sumstats.txt.gz	R
library(data.table)
sumstats<-fread('zcat /users/k1806347/brc_scratch/Data/GWAS_sumstats/SCZ_GWAS.2018.Pardinias/clozuk_pgc2.meta.sumstats.txt.gz')
info_snps<-fread('zcat /users/k1806347/brc_scratch/Data/GWAS_sumstats/SCZ_GWAS.2018.Pardinias/clozuk_pgc2.meta.sumstats.info9.snplist.txt.gz')
sumstats_qc<-sumstats[(sumstats$SNP %in% info_snps$SNP),]
sumstats_qc_RSID<-sumstats_qc[grepl('rs',sumstats_qc$SNP),]
sumstats_qc_RSID$SNP<-gsub(':.*','',sumstats_qc_RSID$SNP)
sumstats_qc_noRSID<-sumstats_qc[!grepl('rs',sumstats_qc$SNP),]
sumstats_qc<-rbind(sumstats_qc_RSID,sumstats_qc_noRSID)

write.table(sumstats_qc, '/users/k1806347/brc_scratch/Data/GWAS_sumstats/SCZ_GWAS.2018.Pardinias/clozuk_pgc2.meta.sumstats.info9.rsID.txt', col.names=T, row.names=F, quote=F)
q()
n

gzip /users/k1806347/brc_scratch/Data/GWAS_sumstats/SCZ_GWAS.2018.Pardinias/clozuk_pgc2.meta.sumstats.info9.rsID.txt
	clozuk_pgc2.meta.sumstats.info9.rsID.txt					FREE	NA	no	EUR	binary	both	40675	64643	105318	2019-11-26 14:44:12	2019-11-29 11:37:23	154	151	7	mental and behavioural	schizophrenia	disorder	29483656	2018
539	SCLE01	Multiple sclerosis	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000139/analyses/phs000139.pha002854.txt.gz	NA	phs000139.pha002854.txt.gz	NA	NA	European	IMSGC	FREE	GRCh37/hg19	no	EUR	binary	both	931	2431	3362	2019-02-05 16:38:01	2019-02-05 16:38:01	2	66	2	autoimmune	multiple sclerosis	disorder	17660530	2007
540	SCLE03	Multiple sclerosis (SCLE02 with SE column)	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/SawcerS_21833088_GCST001198/imsgc_2011_21833088_ms_efo0003885_1_gwas.sumstats.tsv.gz	File modified before submission by Oliver Pain (oliver.pain@kcl.ac.uk)	imsgc_2011_21833088_ms_efo0003885_1_gwas.sumstats.OPain_edit.tsv			European		FREE	NA	no	EUR	binary	both	9772	17376	27148	2019-02-05 16:38:01	2021-01-19 13:32:34	13	66	2	autoimmune	multiple sclerosis	disorder	21833088	2011
653	SEXH01	Dehydroepiandrosterone (DHEA)			DHEAS_TUK.cleaned.txt.rsid.n.gz				TwinsUK	EATING DISORDERS AND DRUG TARGETOR	NA	no	EUR	continuous	both	NA	NA	2913	2019-04-11 07:32:52	2019-04-26 17:54:33	139	386	11	metabolism: other	Dehydroepiandrosterone	biomarker	26014426	2015
657	SEXH02	Free androgen index (FAI)			FAI_TUK.cleaned.txt.rsid.n.gz				TwinsUK	EATING DISORDERS AND DRUG TARGETOR	NA	no	EUR	continuous	both	NA	NA	2913	2019-04-26 18:01:08	2019-04-26 18:01:08	139	387	11	metabolism: other	Free androgen index	biomarker	26014426	2015
658	SEXH03	Follicle-stimulating hormone (FSH)			FSH_TUK.cleaned.txt.rsid.n.gz				TwinsUK	EATING DISORDERS AND DRUG TARGETOR	NA	no	EUR	continuous	both	NA	NA	2913	2019-04-26 18:02:57	2019-04-26 18:02:57	139	389	11	metabolism: other	Follicle-stimulating hormone	biomarker	26014426	2015
659	SEXH04	Luteinising hormone (LH)			LH_TUK.cleaned.txt.rsid.n.gz				TwinsUK	EATING DISORDERS AND DRUG TARGETOR	NA	no	EUR	continuous	both	NA	NA	2913	2019-04-26 18:07:12	2019-04-26 18:07:12	139	390	11	metabolism: other	Luteinising hormone	biomarker	26014426	2015
660	SEXH05	Oestradiol			Oestradiol_TUK.cleaned.txt.rsid.n.gz				TwinsUK	EATING DISORDERS AND DRUG TARGETOR	NA	no	EUR	continuous	both	NA	NA	2913	2019-04-26 18:09:54	2019-04-26 18:09:54	139	391	11	metabolism: other	Oestradiol	biomarker	26014426	2015
661	SEXH06	Progesterone			Progesterone_TUK.cleaned.txt.rsid.n.gz				TwinsUK	EATING DISORDERS AND DRUG TARGETOR	NA	no	EUR	continuous	both	NA	NA	2913	2019-04-26 18:14:37	2019-04-26 18:14:37	139	402	11	metabolism: other	Progesterone	biomarker	26014426	2015
662	SEXH07	Prolactin			Prolactin_TUK.cleaned.txt.rsid.n.gz				TwinsUK	EATING DISORDERS AND DRUG TARGETOR	NA	no	EUR	continuous	both	NA	NA	2913	2019-04-26 18:18:11	2019-04-26 18:18:11	139	403	11	metabolism: other	Prolactin	biomarker	26014426	2015
663	SEXH08	Sex hormone binding globulin (SHBG)			SHBG_TUK.cleaned.txt.rsid.n.gz				TwinsUK	EATING DISORDERS AND DRUG TARGETOR	NA	no	EUR	continuous	both	NA	NA	2913	2019-04-26 18:20:12	2019-04-26 18:20:12	139	404	11	metabolism: other	Sex hormone binding globulin	biomarker	26014426	2015
652	SEXH09	Testosterone			Testosterone_TUK.cleaned.txt.rsid.n.gz				TwinsUK	EATING DISORDERS AND DRUG TARGETOR	NA	no	EUR	continuous	both	NA	NA	2913	2019-04-11 07:01:51	2019-04-26 17:50:06	139	388	11	metabolism: other	Testosterone	biomarker	26014426	2015
541	SKIN01	Skin colour category	NA	NA	SC.Cat.assoc.linear.gz	NA	NA	European	NA	EATING DISORDERS AND DRUG TARGETOR	NA	no	EUR	categorical	both	NA	NA	5856	2019-02-05 16:38:01	2019-02-05 16:38:01	57	115	16	skin	skin colour	trait	25963972	2015
542	SKIN01F	Skin colour category female	NA	NA	SC.Cat.Female.assoc.linear.gz	NA	NA	European	NA	EATING DISORDERS AND DRUG TARGETOR	NA	no	EUR	categorical	female	NA	NA	3278	2019-02-05 16:38:01	2019-02-05 16:38:01	57	115	16	skin	skin colour	trait	25963972	2015
543	SKIN01M	Skin colour category male	NA	NA	SC.Cat.Male.assoc.linear.gz	NA	NA	European	NA	EATING DISORDERS AND DRUG TARGETOR	NA	no	EUR	categorical	male	NA	NA	2578	2019-02-05 16:38:01	2019-02-05 16:38:01	57	115	16	skin	skin colour	trait	25963972	2015
544	SKIN02	Skin colour hue quantitative	NA	NA	SC.Quant.H.assoc.linear.gz	NA	NA	European	NA	EATING DISORDERS AND DRUG TARGETOR	NA	no	EUR	continuous	both	NA	NA	5857	2019-02-05 16:38:01	2019-02-05 16:38:01	57	116	16	skin	skin colour hue	trait	25963972	2015
545	SKIN02F	Skin colour hue quantitative female	NA	NA	SC.Quant.H.Female.assoc.linear.gz	NA	NA	European	NA	EATING DISORDERS AND DRUG TARGETOR	NA	no	EUR	continuous	female	NA	NA	3278	2019-02-05 16:38:01	2019-02-05 16:38:01	57	116	16	skin	skin colour hue	trait	25963972	2015
546	SKIN02M	Skin colour hue quantitative male	NA	NA	SC.Quant.H.Male.assoc.linear.gz	NA	NA	European	NA	EATING DISORDERS AND DRUG TARGETOR	NA	no	EUR	continuous	male	NA	NA	2579	2019-02-05 16:38:01	2019-02-05 16:38:01	57	116	16	skin	skin colour hue	trait	25963972	2015
547	SKIN03	Skin colour saturation quantitative	NA	NA	SC.Quant.S.assoc.linear.gz	NA	NA	European	NA	EATING DISORDERS AND DRUG TARGETOR	NA	no	EUR	continuous	both	NA	NA	5857	2019-02-05 16:38:01	2019-02-05 16:38:01	57	117	16	skin	skin colour saturation	trait	25963972	2015
548	SKIN03F	Skin colour saturation quantitative female	NA	NA	SC.Quant.S.Female.assoc.linear.gz	NA	NA	European	NA	EATING DISORDERS AND DRUG TARGETOR	NA	no	EUR	continuous	female	NA	NA	3278	2019-02-05 16:38:01	2019-02-05 16:38:01	57	117	16	skin	skin colour saturation	trait	25963972	2015
549	SKIN03M	Skin colour saturation quantitative male	NA	NA	SC.Quant.S.Male.assoc.linear.gz	NA	NA	European	NA	EATING DISORDERS AND DRUG TARGETOR	NA	no	EUR	continuous	male	NA	NA	2579	2019-02-05 16:38:01	2019-02-05 16:38:01	57	117	16	skin	skin colour saturation	trait	25963972	2015
550	SLEE01	Sleep duration in children	https://grasp.nhlbi.nih.gov/downloads/FullResults/2016/2016_Marinelli/Marinelli_Sleep2016_EAGLE_MA_summary_statistics_basic_model.txt	NA	Marinelli_Sleep2016_EAGLE_MA_summary_statistics_basic_model.txt.gz	NA	NA	European	EAGLE	FREE	NA	no	EUR	continuous	both	NA	NA	10554	2019-02-05 16:38:01	2019-02-05 16:38:01	90	185	7	mental and behavioural	sleep duration	trait	27568811	2016
551	SLEE02	Sleep duration in children, BMI-adjusted	https://grasp.nhlbi.nih.gov/downloads/FullResults/2016/2016_Marinelli/Marinelli_Sleep2016_EAGLE_MA_summary_statistics_BMI_adjusted_model.txt	NA	Marinelli_Sleep2016_EAGLE_MA_summary_statistics_BMI_adjusted_model.txt.gz	NA	NA	European	EAGLE	FREE	NA	no	EUR	continuous	both	NA	NA	10554	2019-02-05 16:38:01	2019-02-05 16:38:01	90	186	7	mental and behavioural	sleep duration adj. BMI	trait	27568811	2016
552	SMOK01	Tobacco: age of smoking initiation	http://www.med.unc.edu/pgc/files/resultfiles/tag.logonset.tbl.gz	NA	tag.logonset.tbl.gz	NA	NA	European	TAG	FREE	NCBI36/hg18	no	EUR	continuous	both	NA	NA	24114	2019-02-05 16:38:01	2019-02-05 16:38:01	6	187	7	mental and behavioural	smoking age	trait	20418890	2010
553	SMOK02	Tobacco: smoking cessation (former versus current smokers)	http://www.med.unc.edu/pgc/files/resultfiles/tag.former.tbl.gz	NA	tag.former.tbl.gz	NA	NA	European	TAG	FREE	NCBI36/hg18	no	EUR	binary	both	NA	NA	41278	2019-02-05 16:38:01	2019-02-05 16:38:01	6	188	7	mental and behavioural	smoking cessation	trait	20418890	2010
554	SMOK03	Tobacco: CPD (cigarets per day)	http://www.med.unc.edu/pgc/files/resultfiles/tag.cpd.tbl.gz	NA	tag.cpd.tbl.gz	NA	NA	European	TAG	FREE	NCBI36/hg18	no	EUR	continuous	both	NA	NA	38181	2019-02-05 16:38:01	2019-02-05 16:38:01	6	189	7	mental and behavioural	smoking cigarets per day	trait	20418890	2010
